audio_url,description,model_id
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YkHIe4CfaccQ.wav,A goat bleating,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YXIooZl1QdM4.wav,Several loud burps,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y5t6tSW0yT40.wav,Short spraying that stops near the end,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YkHIe4CfaccQ.wav,A goat bleating,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YL8dA-2Lu2hY.wav,Someone is whistling,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y-Sz4z0QwEuM.wav,A person burps loudly,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y-Sz4z0QwEuM.wav,A person burps loudly,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YEBCH7TPgiPc.wav,An engine revving,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YAgaiowyYt88.wav,A door pounding and rattling,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YkHIe4CfaccQ.wav,A goat bleating,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y5t6tSW0yT40.wav,Short spraying that stops near the end,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y5t6tSW0yT40.wav,Short spraying that stops near the end,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y3XcIVh40pTI.wav,A sleeping person snores loudly,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y-Sz4z0QwEuM.wav,A person burps loudly,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y3XcIVh40pTI.wav,A sleeping person snores loudly,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YXIooZl1QdM4.wav,Several loud burps,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YXIooZl1QdM4.wav,Several loud burps,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YkHIe4CfaccQ.wav,A goat bleating,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YXIooZl1QdM4.wav,Several loud burps,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YEBCH7TPgiPc.wav,An engine revving,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YkHIe4CfaccQ.wav,A goat bleating,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YEBCH7TPgiPc.wav,An engine revving,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YkHIe4CfaccQ.wav,A goat bleating,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y-Sz4z0QwEuM.wav,A person burps loudly,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YEBCH7TPgiPc.wav,An engine revving,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YkHIe4CfaccQ.wav,A goat bleating,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YkHIe4CfaccQ.wav,A goat bleating,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y5t6tSW0yT40.wav,Short spraying that stops near the end,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YAgaiowyYt88.wav,A door pounding and rattling,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Y-Sz4z0QwEuM.wav,A person burps loudly,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Y5t6tSW0yT40.wav,Short spraying that stops near the end,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YXIooZl1QdM4.wav,Several loud burps,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YAgaiowyYt88.wav,A door pounding and rattling,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YkHIe4CfaccQ.wav,A goat bleating,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y3XcIVh40pTI.wav,A sleeping person snores loudly,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y3XcIVh40pTI.wav,A sleeping person snores loudly,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YXIooZl1QdM4.wav,Several loud burps,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YL8dA-2Lu2hY.wav,Someone is whistling,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YkHIe4CfaccQ.wav,A goat bleating,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YXIooZl1QdM4.wav,Several loud burps,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,30_final_audiocaps_baseline_2023_07_16_small_8_200k
